,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,status,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500
848,MA,42.3751,-71.105616,2140,c:49872,Cambridge,Cambridge MA 2140,Foldrx Pharmaceuticals,acquired,1,1/1/2003,,6/15/2010,6/15/2010,7.4575,7.4575,5.5863,5.5863,7,1,29000000,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:49872,1,0,0,0,0,0,7.0,1
849,MA,42.360253,-71.058291,2110,c:49876,Boston,Boston MA 2110,Locately,acquired,1,7/1/2008,,8/1/2010,7/7/2012,2.0849,4.0192,2.5041,2.5041,5,5,1178000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:49876,0,1,0,0,0,0,5.0,1
850,CA,37.626166,-122.411025,94066,c:49960,San Bruno,San Bruno CA 94066,SocialShield,acquired,1,9/1/2009,,10/5/2010,10/5/2010,1.0932,1.0932,1.6137,2.1671,6,1,10000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:49960,0,0,1,0,0,0,7.0,1
851,CA,37.406914,-122.09037,94043,c:50076,Mountain View,Mountain View CA 94043,Clever Sense,acquired,1,4/11/2008,,6/17/2010,8/1/2011,2.1836,3.3068,2.7260000000000004,3.5425,6,2,2000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:50076,1,0,1,0,0,0,1.5,1
852,CA,37.404788,-121.94084199999999,95134,c:50092,San Jose,San Jose CA 95134,Baxano,acquired,1,1/1/2005,,6/23/2010,6/23/2010,5.4767,5.4767,,,5,1,30000000,0,CA,1,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,c:50092,0,0,0,0,1,0,6.0,1
853,CA,37.388869,-122.072353,94041,c:50162,Mountain View,Mountain View CA 94041,TouristEye,acquired,1,2/1/2010,,2/1/2010,11/6/2012,0.0,2.7644,1.1616,1.1616,4,3,475000,1,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:50162,0,1,0,0,0,0,4.0,0
854,CA,39.78373,-100.445882,94566,c:50208,Pleasanton,Pleasanton CA 94566,QuantaLife,acquired,1,1/1/2008,,12/13/2010,7/22/2011,2.9507,3.5562,0.0,0.0,3,2,20757182,1,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:50208,0,0,0,1,0,0,1.0,1
855,CA,37.484347,-122.225803,94063,c:50209,Redwood City,Redwood City CA 94063,Incline Therapeutics,acquired,1,1/1/2010,,12/23/2009,9/28/2011,-0.0247,1.7397,,,3,3,64940000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:50209,0,0,1,1,0,0,6.0,1
856,CA,37.406914,-122.09037,94043,c:5043,Mountain View,Mountain View CA 94043,Skyrider,closed,0,1/1/2003,10/15/2008,10/23/2006,3/5/2008,3.8110000000000004,5.1781,1.7507,3.589,2,2,17000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5043,1,0,0,0,1,0,3.0,1
857,CA,37.779281,-122.41923600000001,94107,c:50449,San Francisco,San Francisco CA 94107,Opzi,closed,0,5/1/2010,7/1/2013,1/1/2010,9/1/2010,-0.3288,0.337,0.4082,0.8712,5,2,1015000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:50449,0,1,0,0,0,0,5.0,1
858,NY,40.730646,-73.986614,10004,c:50727,New York,New York NY 10004,SinglePlatform,acquired,1,1/1/2010,,9/29/2010,8/1/2011,0.7425,1.5808,1.2849,3.0027,10,3,4575000,3,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:50727,0,1,1,0,0,0,5.0,1
859,WA,47.579208,-122.15566799999999,98006,c:509,Bellevue,,Zango,closed,0,1/1/1999,12/24/2009,3/1/2004,6/1/2006,5.1671,7.4192,7.5233,10.7918,12,2,40000000,2,WA,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,c:509,0,0,1,0,0,0,1.0,0
860,CA,37.440682,-122.123103,94303,c:50927,Palo Alto,Palo Alto CA 94303,Network Chemistry,closed,0,1/1/2002,5/14/2008,4/14/2005,4/14/2005,3.2849,3.2849,4.0027,4.0027,6,1,6000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:50927,0,0,1,0,0,0,2.0,1
861,CA,37.384239,-122.012475,94085,c:5095,Sunnyvale,,Wirama,closed,0,1/1/2006,10/4/2008,2/28/2007,2/28/2007,1.1589,1.1589,,,0,1,1000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:5095,0,0,1,0,0,0,1.0,0
862,CA,33.685697,-117.82598200000001,92612,c:51021,Irvine,Irvine CA 92612,PayDivvy,acquired,1,3/6/2009,,1/15/2009,4/27/2012,-0.13699999999999998,3.1452,-2.0932,4.4082,3,3,1310000,4,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:51021,0,1,0,0,0,0,1.0,0
863,CO,40.397760999999996,-105.07498000000001,80538,c:51023,Loveland,Loveland CO 80538,Abound Solar,closed,0,1/1/2007,11/1/2012,7/6/2010,12/15/2010,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,CO,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:51023,1,0,0,0,0,0,2.5,1
864,CA,34.018275,-118.495025,90401,c:512,Santa Monica,,Docstoc,acquired,1,8/1/2007,,11/1/2007,4/28/2008,0.2521,0.7425,4.2082,6.3479,22,2,4000000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:512,0,0,1,1,0,0,3.0,1
865,NY,40.730646,-73.986614,10017,c:51228,New York,New York NY 10017,XGraph,acquired,1,10/1/2008,,7/7/2010,7/7/2010,1.7644,1.7644,0.0,3.0849,5,1,3750000,2,NY,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:51228,0,0,1,0,0,0,1.0,1
866,CA,37.3965713,-122.0836937,94041,c:51239,Mountain View,,Nimbula,acquired,1,1/1/2008,,6/23/2010,8/23/2010,2.4767,2.6438,3.4164,5.2,8,2,20750000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:51239,0,0,1,1,0,0,2.0,1
867,MA,42.372912,-71.118999,2138,c:513,Cambridge,,Vlingo,acquired,1,6/1/2006,,12/1/2006,9/16/2009,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:513,1,0,1,1,0,0,2.0,1
868,CA,37.5783263,-122.3485679,94010-4031,c:51306,Burlingame,,OpenFeint,acquired,1,1/1/2008,,10/21/2010,10/21/2010,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:51306,1,0,0,0,0,0,1.0,1
869,CA,37.779281,-122.41923600000001,94103,c:51332,San Francisco,San Francisco CA 94103,Storify,acquired,1,12/11/2009,,7/1/2009,2/3/2011,-0.4466,1.1479,3.0603,3.7479,14,3,2023000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:51332,0,1,1,0,0,0,1.3333,1
870,CA,37.779281,-122.41923600000001,94110,c:51379,San Francisco,San Francisco CA 94110,1000memories,acquired,1,7/1/2010,,1/1/2010,2/16/2011,-0.4959,0.6301,0.589,3.011,8,2,2535000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:51379,0,1,1,0,0,0,5.0,1
871,CA,37.09024,-95.712891,94107-1747,c:516,San Francisco,,DotBlu,closed,0,1/1/2007,10/21/2009,1/1/2007,12/16/2008,0.0,1.9589,2.8055,2.8575,3,2,2250000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:516,0,1,1,0,0,0,2.5,1
872,PA,40.441694,-79.990086,15213,c:51623,Pittsburgh,Pittsburgh PA 15213,Lama Lab,closed,0,1/1/2009,6/1/2013,5/31/2010,7/8/2011,1.411,2.5151,,,0,2,1213066,0,PA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:51623,1,0,0,0,0,0,1.0,1
873,CA,37.404788,-121.94084199999999,95134,c:51745,San Jose,San Jose CA 95134,Wellcore,closed,0,1/1/2007,7/1/2013,7/12/2010,7/12/2010,3.5288,3.5288,,,1,1,2000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:51745,0,0,0,0,0,0,1.0,1
874,CA,37.368829999999996,-122.03635,94085,c:51890,Sunnyvale,Sunnyvale CA 94085,BARRX Medical,acquired,1,1/1/2003,,7/14/2010,7/14/2010,7.537000000000001,7.537000000000001,7.0055,7.0055,6,1,15000000,1,CA,1,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,c:51890,0,0,0,0,0,1,6.0,1
875,CA,38.057107,-122.513742,94901,c:5192,San Rafael,,ClairMail,acquired,1,1/1/2004,,8/24/2005,10/4/2010,1.6466,6.7616,5.6055,7.3616,25,3,34100000,3,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:5192,0,0,1,1,0,1,3.5,1
876,TX,30.280147999999997,-97.74990799999999,78701,c:51969,Austin,Austin TX 78701,Hurricane Party,closed,0,5/1/2010,7/1/2012,5/1/2010,5/1/2010,0.0,0.0,0.27399999999999997,0.863,5,1,20000,2,TX,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,c:51969,0,1,0,0,0,0,1.0,0
877,CA,37.775228000000006,-122.39963,94107,c:522,San Francisco,,Simple Star,acquired,1,1/1/2001,,8/1/2003,8/10/2005,2.5808,4.6082,0.5808,10.2219,3,2,7100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:522,0,1,1,0,0,0,1.5,1
878,WA,47.603832000000004,-122.33006200000001,98121,c:52346,Seattle,Seattle WA 98121,Wavii,acquired,1,3/1/2009,,7/1/2010,7/1/2010,1.3342,1.3342,2.3726,4.1562,3,1,2000000,2,WA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:52346,0,0,0,0,0,0,11.0,1
879,NY,40.750519,-73.993494,10001,c:52378,New York,New York NY 10001,Panvidea,acquired,1,1/1/2007,,3/19/2010,3/19/2010,3.2137,3.2137,3.0027,4.6219,5,1,2700000,2,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:52378,0,0,1,0,0,0,2.0,1
880,TX,30.280147999999997,-97.74990799999999,78701,c:52406,Austin,Austin TX 78701,MapMyFitness,acquired,1,2/8/2007,,1/1/2007,6/19/2013,-0.1041,6.3644,5.4822,6.7699,13,5,23500000,3,TX,0,0,0,1,0,health,0,0,0,0,0,0,0,0,0,1,c:52406,1,0,1,1,1,0,1.75,1
881,NY,40.750519,-73.993494,10001,c:52566,New York,New York NY 10001,Fondu,acquired,1,2/1/2010,,11/1/2011,11/1/2011,1.7479,1.7479,1.0,2.1096,4,1,575000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:52566,0,1,0,0,0,0,6.0,0
882,CA,38.279431,-122.668452,94954,c:5264,Petaluma,,Dilithium Networks,closed,0,1/1/2001,10/1/2012,4/23/2003,6/3/2010,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:5264,1,0,0,1,1,1,5.2,1
883,WV,39.388156,-77.885552,25430,c:52694,Kearneysville,Kearneysville WV 25430,Plethora Technology,closed,0,1/1/2000,5/23/2009,6/9/2005,6/9/2005,5.4411,5.4411,,,1,1,1000000,0,WV,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:52694,0,0,1,0,0,0,3.0,0
884,CA,37.4049731,-122.03235249999999,94089,c:5306,Sunnyvale,,Efficient Frontier,acquired,1,1/1/2002,,8/31/2006,8/31/2006,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:5306,0,0,0,0,1,0,3.0,1
885,CA,37.524421999999994,-122.265869,94002,c:531,Belmont,,sezmi,acquired,1,1/1/2007,,8/1/2007,11/7/2011,0.5808,4.8521,0.9068,5.4164,10,5,78573646,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:531,0,0,1,1,1,0,4.3333,1
886,CA,34.066697,-118.38336699999999,90211,c:53304,Beverly Hills,Beverly Hills CA 90211,GeekStatus,closed,0,8/1/2010,6/1/2013,2/10/2009,6/12/2010,-1.4712,-0.13699999999999998,,,0,4,435953,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:53304,0,1,0,0,0,0,1.0,0
887,CA,37.409147,-122.01546299999998,94089,c:5347,Sunnyvale,,VirtualLogix,acquired,1,1/1/2002,,1/1/2004,1/12/2010,2.0,8.0356,6.5863,6.5863,9,4,29288979,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5347,1,0,1,1,1,0,2.6667,1
888,CA,33.923916,-118.39665,90245,c:53471,El Segundo,El Segundo CA 90245,TelASIC Communications,closed,0,1/1/2001,12/24/2009,3/22/2005,3/22/2005,4.2219,4.2219,,,4,1,26000000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:53471,0,0,0,0,0,1,4.0,1
889,MA,42.471720399999995,-71.26214350000001,2421,c:53686,Lexington,,Coradiant,acquired,1,1/1/2000,,8/22/2005,8/22/2005,5.6438,5.6438,8.0055,11.3288,9,1,12700000,2,MA,0,0,1,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:53686,0,0,0,0,0,1,4.0,1
890,CA,37.534538,-122.252466,94065,c:53814,Redwood City,Redwood City CA 94065,PacketHop,closed,0,1/1/2002,1/4/2013,8/8/2005,8/8/2005,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:53814,0,0,0,0,1,0,4.0,1
891,UT,40.767013,-111.890431,84124,c:53831,Salt Lake City,Salt Lake City UT 84124,Inaura,closed,0,1/1/2007,7/19/2012,1/6/2005,1/6/2005,-1.9863,-1.9863,,,3,1,8500000,0,UT,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:53831,1,0,0,0,0,0,1.0,0
892,CA,37.779281,-122.41923600000001,94107,c:53885,San Francisco,San Francisco CA 94107,AdGrok,acquired,1,5/1/2010,,5/1/2010,3/7/2011,0.0,0.8493,0.0877,2.9644,3,2,470000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:53885,0,1,0,0,0,0,2.5,1
893,PA,40.602206,-75.47127900000001,18106,c:53946,Allentown,Allentown PA 18106,T-Networks,closed,0,1/1/2000,9/6/2011,2/28/2005,2/28/2005,5.1644,5.1644,,,0,1,5750000,0,PA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:53946,0,0,0,0,1,0,4.0,1
894,CA,37.793147999999995,-122.40256699999999,94104,c:54,San Francisco,,Wesabe,closed,0,12/1/2005,6/30/2010,2/1/2007,6/1/2007,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:54,0,1,1,0,0,0,1.5,1
895,CA,37.406914,-122.09037,94043,c:54066,Mountain View,Mountain View CA 94043,Blue Vector Systems,closed,0,1/1/2002,8/31/2010,9/21/2005,9/21/2005,3.7233,3.7233,,,1,1,4000000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:54066,0,0,0,1,0,0,3.0,1
896,NY,40.650104,-73.94958199999999,11217,c:54077,Brooklyn,Brooklyn NY 11217,MakerBot,acquired,1,1/1/2009,,8/23/2011,8/23/2011,2.6411,2.6411,4.0959,4.926,6,1,10000000,2,NY,0,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:54077,1,0,0,0,0,0,6.0,1
897,CA,34.048857,-118.25134299999999,90245,c:5411,El Segundo,,Sometrics,acquired,1,9/1/2007,,5/14/2008,10/16/2009,0.7014,2.126,2.4027,4.0548,10,3,5550000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:5411,0,0,1,1,0,0,3.0,1
898,VA,38.901301000000004,-77.265158,22182,c:54177,Vienna,Vienna VA 22182,Invicta Networks,closed,0,1/1/1999,3/28/2010,8/9/2005,8/9/2005,6.6082,6.6082,,,0,1,200000,0,VA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:54177,1,0,0,0,0,0,1.0,0
899,CA,37.78699829999999,-122.400893,94107,c:54465,San Francisco,,Kima Labs,acquired,1,1/1/2010,,8/1/2010,8/1/2010,0.5808,0.5808,0.0,2.1315,3,1,770000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:54465,0,1,0,0,0,0,6.0,1
900,TX,30.409765000000004,-97.75101,78759,c:54488,Austin,Austin TX 78759,Smooth-Stone,closed,0,1/1/2008,7/1/2011,8/16/2010,8/16/2010,2.6247,2.6247,2.8739999999999997,4.3014,1,1,48000000,3,TX,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:54488,1,0,0,0,0,0,5.0,1
901,IL,41.800255,-88.149362,60563,c:54585,Naperville,,Cartavi,acquired,1,1/1/2009,,11/13/2012,11/13/2012,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,IL,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:54585,0,1,0,0,0,0,1.0,1
902,CA,37.391642,-122.09393500000002,94040,c:54588,Mountain View,Mountain View CA 94040,Runa,acquired,1,1/1/2009,,8/16/2010,11/2/2012,1.6219,3.8384,2.0,4.7534,11,2,10200000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:54588,1,1,0,0,0,0,1.5,1
903,CA,37.316653,-122.05073999999999,95014,c:5485,Cupertino,,Parascale,acquired,1,1/1/2005,,6/23/2008,6/23/2008,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:5485,0,0,1,0,0,0,2.0,1
904,CA,37.710677000000004,-122.39323,94105,c:549,San Francisco,,Greystripe,acquired,1,1/1/2005,,10/12/2006,9/2/2009,1.7781,4.6712,,,18,4,17600000,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:549,0,0,1,1,1,0,2.25,1
905,NY,40.750519,-73.993494,10001,c:55043,New York,New York NY 10001,Exclusively.in,acquired,1,1/1/2010,,11/3/2010,5/29/2011,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:55043,0,0,1,1,0,0,2.5,1
906,IL,41.817807,-88.173402,60555,c:55044,Warrenville,Warrenville IL 60555,ezzai - how to arabia,closed,0,8/1/2010,8/1/2011,8/1/2010,8/1/2010,0.0,0.0,,,1,1,45000000,0,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:55044,0,0,0,0,0,0,2.0,0
907,NY,40.730646,-73.986614,10010,c:55122,New York,New York NY 10010,GroupMe,acquired,1,5/1/2010,,8/25/2010,1/4/2011,0.3178,0.6795,0.7945,2.8521,16,2,11450000,3,NY,0,1,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:55122,0,1,0,1,0,0,8.5,1
908,OR,39.78373,-100.445882,97204,c:55307,Portland,Portland OR 97204,AppFog,acquired,1,8/1/2010,,1/1/2011,8/10/2011,0.4192,1.0247,0.7726,2.1699,10,2,9800000,4,OR,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:55307,0,0,1,1,0,0,4.5,1
909,MA,42.479262,-71.152277,1801,c:55354,Woburn,Woburn MA 1801,WAY Systems,acquired,1,1/1/2002,,10/3/2005,10/3/2005,3.7562,3.7562,-1.0,8.674,2,1,22000000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:55354,0,0,0,0,1,0,4.0,1
910,MN,44.912723,-93.499059,55343,c:55421,Minnetonka,Minnetonka MN 55343,Jobs2Web,acquired,1,1/1/2003,,1/1/2004,1/21/2006,1.0,3.0575,5.4192,5.4192,3,2,5550000,1,MN,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:55421,0,1,1,0,0,0,1.0,1
911,NY,40.650104,-73.94958199999999,11222,c:55427,Brooklyn,Brooklyn NY 11222,Wanderfly,acquired,1,8/1/2009,,8/1/2009,2/1/2011,0.0,1.5041,1.5808,3.1726,7,2,1400000,2,NY,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:55427,0,1,1,0,0,0,6.0,1
912,CA,37.785792,-122.40508100000001,94103,c:5543,San Francisco,,Transpera,acquired,1,1/1/2007,,7/23/2007,6/2/2010,0.5562,3.4192,3.4192,4.0959,14,4,19540002,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:5543,1,0,1,1,1,0,4.3333,1
913,NY,40.739411499999996,-73.9895748,10010,c:55436,New York,,Fashism,closed,0,1/1/2009,9/27/2013,11/19/2010,11/19/2010,1.8822,1.8822,1.6603,3.0247,5,1,1000000,3,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,c:55436,0,0,1,0,0,0,7.0,1
914,CA,37.391642,-122.09393500000002,94040,c:55592,Mountain View,Mountain View CA 94040,Wander (f. YongoPal),closed,0,1/1/2010,7/1/2013,4/1/2010,1/1/2011,0.2466,1.0,1.1616,1.1616,3,5,185000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:55592,1,1,0,0,0,0,2.0,1
915,CA,37.386778,-121.966277,95054,c:55829,Santa Clara,Santa Clara CA 95054,PANTA Systems,closed,0,1/1/2002,2/14/2011,5/1/2005,5/1/2005,3.3315,3.3315,,,0,1,9500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:55829,1,0,0,0,0,0,2.0,0
916,CA,37.5068854,-122.24757290000001,94070,c:5585,San Carlos,,Aster Data Systems,acquired,1,7/1/2005,,11/1/2005,9/22/2010,0.337,5.2301,4.1726,5.7205,13,4,53000000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:5585,0,1,1,1,1,0,4.5,1
917,WA,47.614422,-122.19233700000001,98004,c:5587,Bellevue,Bellevue WA 98004,iConclude,acquired,1,1/1/2005,,2/1/2005,4/10/2006,0.0849,1.2712,,,5,3,12500000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:5587,1,0,1,1,0,0,2.3333,1
918,CA,37.848641,-122.289498,94608,c:5607,Emeryville,,Fliqz,acquired,1,5/10/2005,,1/1/2006,1/1/2009,0.6466,3.6493,3.6493,5.7918,9,3,12200000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:5607,0,0,1,1,1,0,2.0,1
919,PA,40.364273,-74.951278,18938,c:5617,New Hope,New Hope PA 18938,"MeetMe, Inc.",acquired,1,4/1/2005,,1/29/2007,7/29/2008,1.8301,3.3288,3.2739999999999996,7.6274,16,2,17100000,4,PA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:5617,0,0,1,1,0,0,2.5,1
920,MA,42.375640000000004,-71.2358,2452,c:56478,Waltham,Waltham MA 2452,RippleFunction,closed,0,3/1/2010,6/1/2013,5/1/2010,5/1/2010,0.1671,0.1671,0.5863,0.5863,3,1,20000,1,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:56478,0,1,0,0,0,0,1.0,0
921,MA,42.49173,-71.28179499999999,1730,c:56568,Bedford,Bedford MA 1730,Sionex,closed,0,1/1/2001,8/6/2010,12/7/2005,12/7/2005,4.9342,4.9342,0.0,0.0,2,1,12000000,1,MA,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:56568,0,0,0,0,1,0,4.0,1
922,CA,37.441537,-122.158332,94301,c:56580,Palo Alto,Palo Alto CA 94301,Generic Media,closed,0,1/1/2000,1/28/2011,8/26/2005,8/26/2005,5.6548,5.6548,,,0,1,2500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:56580,1,0,0,0,0,0,2.0,1
923,MA,42.363566999999996,-71.091189,2139,c:5662,Cambridge,,Sirtris Pharmaceuticals,acquired,1,1/1/2004,,1/1/2004,4/19/2006,0.0,2.2986,0.0,0.0,10,4,82000000,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:5662,0,0,1,1,1,0,4.3333,1
924,FL,26.260146000000002,-80.198088,33063,c:56858,Coconut Creek,Coconut Creek FL 33063,UniversityLyfe,closed,0,1/1/2008,9/24/2012,7/1/2008,7/1/2008,0.4986,0.4986,0.0,0.0,1,1,500000,1,FL,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:56858,0,0,0,0,0,0,1.0,0
925,NY,40.729839,-73.991781,10003,c:56989,New York,New York NY 10003,Qwiki,acquired,1,10/1/2009,,7/10/2010,3/31/2011,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,NY,0,1,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:56989,1,0,1,0,0,0,6.3333,1
926,CA,37.779281,-122.41923600000001,94105,c:57248,San Francisco,San Francisco CA 94105,OneTrueFan,acquired,1,7/1/2010,,9/1/2010,9/1/2010,0.1699,0.1699,0.6603,1.5808,8,1,1200000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:57248,0,1,0,0,0,0,7.0,1
927,CA,37.388869,-122.072353,94041,c:57338,Mountain View,Mountain View CA 94041,Votizen,acquired,1,3/19/2009,,9/23/2010,2/24/2012,1.5151,2.937,2.6384,3.8164,6,2,2250000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:57338,1,0,0,0,0,0,8.5,1
928,NY,37.09024,-95.712891,10014,c:575,New York,,SpiralFrog,closed,0,1/1/2004,3/20/2009,1/1/2006,12/1/2007,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:575,0,0,1,0,0,0,1.0,0
929,CA,37.384756,-122.08771200000001,94010,c:5779,Burlingame,,Zecter,acquired,1,6/1/2007,,6/1/2007,12/14/2009,0.0,2.5397,3.7699,5.9233,9,3,2515000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:5779,1,1,1,0,0,0,1.6667,1
930,GA,34.070958000000005,-84.274733,30009,c:57923,Alpharetta,Alpharetta GA 30009,Visiprise,closed,0,1/1/1985,5/3/2009,10/17/2005,10/17/2005,20.8055,20.8055,,,2,1,32000000,0,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:57923,0,0,0,1,0,0,7.0,1
